student_id,nombre_estudiante,grado,asignatura,docente,nota_parcial_1,nota_parcial_2,nota_final,promedio_general,periodo_evaluacion,fecha,presente,tipo_falta,tarea_id,fecha_entrega_programada,fecha_entregada,estado_entrega,cumplimiento_tareas_porcentaje,participacion_clase,interacciones_LMS,historial_reprobacion,nota_ultima_evaluacion,asistencia_porcentaje,numero_faltas_ultimos_30_dias,situacion_familiar,situacion_socioeconomica,evaluacion_emocional
0b26b5d5-fbb5-43f2-8bde-ac6bf9897fb7,Morgan French,4to,Ingles,Rebekah Valentine,1.1,5.2,3.2,7.0,Trimestre 3,2025-03-24,1,,528f6352-6aca-4a75-9d1a-c550b6af13cc,2025-05-10,2025-05-10,entregada a tiempo,89,1,17,3,5.1,62.8,10,tutor,t,media
4b7d5c6c-9c4c-4166-ae18-47e2ecf42e0f,Charles Lopez,1ro,Matematicas,Phillip Thomas,2.8,2.7,2.8,9.2,Trimestre 3,2025-06-07,0,injustificada,b8ae90e1-a1f2-49c6-9cf5-eb025d216b0f,2025-06-09,2025-06-09,entregada a tiempo,82,2,14,0,6.9,74.5,4,padre solo,t,media
847097bb-0c8f-40b7-8714-07ed0482ba19,Judy Massey,2do,Ingles,Pamela Kelly,4.0,4.8,4.4,6.9,Trimestre 1,2025-04-18,0,justificada,cab56ee2-9181-43ab-83d3-b5b2b9586560,2025-06-01,2025-06-01,entregada a tiempo,42,4,6,2,7.3,65.2,9,padre solo,t,baja
e3675d49-1a00-4570-85ac-0b248fcb4f92,Albert Murphy,4to,Historia,Crystal Robinson,8.6,3.4,6.0,9.3,Trimestre 1,2025-03-27,1,,060424d2-d892-4e84-8472-274e89079bf2,2025-04-15,2025-04-15,entregada a tiempo,75,3,3,0,9.7,85.4,6,tutor,t,media
daad250f-6dbd-4398-83e0-b99b7f801c8a,Hayley Palmer,1ro,Lenguaje,Mark Tate,9.8,1.6,5.7,9.4,Trimestre 3,2025-05-19,0,justificada,eb6e3131-2955-4796-8429-449ba7be9d64,2025-04-24,2025-04-24,entregada a tiempo,97,5,18,2,2.4,87.2,9,madre sola,t,alta
477934d5-a42f-4cf8-a409-1c4a5f7b460f,Emily Mcdonald,5to,Ingles,Christopher Moses,6.6,6.1,6.3,5.2,Trimestre 2,2025-06-04,1,,a12d95f8-d5d8-448c-8341-6490b89dc64e,2025-05-20,2025-05-20,tarde,99,3,3,3,5.7,97.3,4,padres,t,baja
0b5e3444-918e-42a1-bb0c-603e2ded67d9,Jerry Novak,2do,Historia,Christopher Moses,6.4,2.2,4.3,7.0,Trimestre 1,2025-04-06,0,justificada,0fdb8632-0c83-4333-bde5-13f18b9bb471,2025-05-13,2025-06-13,entregada a tiempo,78,2,20,0,4.8,88.9,4,padre solo,t,alta
24b92fe2-3c2f-4e1a-a39a-13410d1675be,Tammy Koch,2do,Matematicas,Evelyn Smith,2.6,7.9,5.2,9.6,Trimestre 3,2025-04-03,0,justificada,df07fb96-7593-48c4-a696-99a09cfc086e,2025-04-15,2025-04-15,entregada a tiempo,78,2,12,0,1.6,62.2,3,padre solo,t,baja
82a48a45-1c02-4964-b7dd-4e94da76d9e6,Sophia Ruiz,2do,Matematicas,Rebekah Valentine,7.1,8.9,8.0,8.0,Trimestre 2,2025-05-18,1,,0760c4d6-8ea2-4c9d-8031-afc738541c80,2025-04-15,2025-04-15,entregada a tiempo,81,5,8,0,1.3,89.6,3,madre sola,t,media
0efca4b2-174e-4a09-be49-dcdb4d2facce,Jillian Meadows,2do,Lenguaje,Amy Leblanc,2.1,8.5,5.3,7.3,Trimestre 2,2025-05-28,1,,7c58af2f-d4c9-4dfd-bd2e-d70b18d96ada,2025-04-23,2025-04-23,tarde,49,2,10,3,9.4,75.4,2,padre solo,t,media
89bda574-a266-4391-ac18-356cb6005863,Natasha Coffey,3ro,Matematicas,Rebekah Valentine,4.5,1.8,3.1,7.7,Trimestre 3,2025-03-31,1,,0f3fe57b-ca70-474d-bcdd-e9f80d825614,2025-05-04,2025-05-04,tarde,79,2,8,1,4.8,68.0,4,tutor,t,baja
3b67ed3d-84ff-452f-adf0-19406b658197,Allen Long,3ro,Historia,Crystal Robinson,1.7,2.5,2.1,8.6,Trimestre 1,2025-04-09,0,justificada,1ead81dd-30f3-4b0b-b9c6-2e8241e96dca,2025-04-28,2025-04-28,entregada a tiempo,44,2,15,3,6.9,81.1,7,tutor,t,media
a7fd5a62-b3b6-4daa-b2d3-dd5ba74dd261,John Potter,1ro,Ciencias,Christopher Moses,1.5,5.5,3.5,7.1,Trimestre 3,2025-05-12,1,,392ea6eb-bd81-4cee-a0f9-0253ad9b5bdb,2025-05-08,2025-05-18,entregada a tiempo,85,0,5,2,9.9,66.8,8,padre solo,t,alta
c7485be9-e5e0-4576-b4f5-87bd1f71378c,Robert Hall,4to,Ingles,Pamela Kelly,9.7,5.6,7.6,5.2,Trimestre 2,2025-03-26,1,,2041ea18-4e34-4546-8034-20fbdd7ca649,2025-06-03,2025-06-03,entregada a tiempo,90,4,18,1,2.8,73.5,5,madre sola,t,baja
956c56ea-62f3-41c5-ac15-6e635eb3ecd3,Sandra Jordan,3ro,Matematicas,Christopher Moses,7.3,3.2,5.2,6.0,Trimestre 3,2025-05-02,1,,cd2e5d10-0643-4fae-96e3-47360a05e790,2025-05-16,2025-05-16,entregada a tiempo,80,5,12,0,1.4,96.3,5,padre solo,t,alta
fc786e02-d2c4-42f4-88f1-2a90d6668fd3,Nathan Romero,4to,Ingles,Phillip Thomas,5.5,9.7,7.6,7.5,Trimestre 3,2025-04-05,0,injustificada,5fee21f8-50a6-43cd-b0ae-8bc45f82725b,2025-04-28,2025-04-28,entregada a tiempo,52,3,17,3,3.6,98.6,6,padre solo,t,alta
a3e0c601-d534-4548-adf9-c1e942ee878e,Linda Thompson,3ro,Ingles,Brian English Jr.,9.8,1.6,5.7,7.4,Trimestre 2,2025-05-18,0,justificada,01ca7849-6cda-40f6-b70d-9346362bbf71,2025-06-05,2025-06-05,no entregada,81,3,8,3,9.2,72.2,6,madre sola,t,alta
cc0678c9-9495-4e7b-9cac-345fd61571f5,Christopher Mccoy,2do,Matematicas,Crystal Robinson,5.7,3.1,4.4,8.4,Trimestre 3,2025-04-11,1,,bc574387-c713-4626-a847-750bc9035a64,2025-04-27,2025-04-27,entregada a tiempo,73,5,14,3,8.5,85.4,4,madre sola,t,baja
536db9ff-1e69-45f9-99f6-5c60cc8d262e,Lisa Jefferson,2do,Ingles,Christopher Moses,1.3,8.8,5.1,8.0,Trimestre 1,2025-06-08,0,justificada,4be17774-1ab6-469a-adaf-e02b14b3e1df,2025-05-07,2025-05-07,entregada a tiempo,42,2,14,3,7.5,76.1,1,tutor,t,media
c0affb0f-43bd-4c40-b8d3-c3a7a4dafc29,Janice Perez,1ro,Matematicas,Amy Leblanc,4.3,7.3,5.8,8.7,Trimestre 3,2025-05-23,0,injustificada,715c8e53-d550-4253-b5eb-319cc52287c9,2025-04-23,2025-04-23,tarde,62,2,12,3,4.3,70.6,9,madre sola,t,baja
27aedd31-afd0-40d1-9ca1-a6e301d3e34a,Miguel Howell,3ro,Lenguaje,Crystal Robinson,4.2,6.3,5.2,4.8,Trimestre 3,2025-06-07,0,justificada,762e588f-ec82-4921-8d37-5f66abecd602,2025-06-08,2025-06-08,entregada a tiempo,81,0,4,1,5.3,71.9,9,madre sola,t,alta
3c0fe6d0-75d3-4b21-8e62-95e176b1db8f,Daniel Mata,5to,Ingles,Phillip Thomas,8.9,4.3,6.6,4.9,Trimestre 3,2025-05-26,0,injustificada,9df84ec2-00b3-4534-81ff-540df0b16720,2025-05-25,2025-05-25,entregada a tiempo,63,4,17,0,6.9,84.9,7,padre solo,t,baja
4e977fe3-0341-43e6-aece-f1117bbaa804,Kathy Henry,2do,Ingles,Brian English Jr.,8.8,8.3,8.6,8.6,Trimestre 2,2025-06-02,0,justificada,085efd6d-7b2f-4273-a1cf-4976f4cf7fee,2025-04-13,2025-04-13,tarde,59,3,5,0,1.9,69.9,3,padre solo,t,baja
6157a599-571a-4c39-894b-7cd1274e2006,Ronald Pacheco,3ro,Historia,Crystal Robinson,2.0,9.5,5.8,4.2,Trimestre 2,2025-03-17,0,justificada,83f7d8d4-73b5-47a4-8c7b-ae85afbf8103,2025-05-26,2025-05-26,entregada a tiempo,48,3,4,0,5.0,99.0,5,padre solo,t,alta
ab992bac-75f7-4009-a64f-4d43999fd6c4,Scott Garza,1ro,Historia,Pamela Kelly,4.4,2.6,3.5,9.5,Trimestre 3,2025-05-23,1,,6c046a0b-5564-4121-8d01-1601755560a7,2025-05-06,2025-05-06,no entregada,85,4,17,2,9.3,85.9,5,tutor,t,baja
19659569-e3c9-4401-84c5-768beb2ee1ae,Jesus Lyons,1ro,Matematicas,Brian English Jr.,4.2,3.0,3.6,6.5,Trimestre 3,2025-06-10,1,,b409bee1-2d2d-4826-81be-190e1ce8603b,2025-04-15,2025-04-15,tarde,90,2,7,1,4.6,70.5,4,padres,t,baja
3a9a8a12-65ee-4b98-bfce-b1bd6194ca0a,Ryan Saunders,4to,Matematicas,Christopher Moses,7.2,5.2,6.2,9.7,Trimestre 2,2025-03-25,0,injustificada,a60117aa-673b-4bf9-b0bf-f21278de1000,2025-05-01,2025-05-01,entregada a tiempo,71,5,6,3,5.2,76.7,10,padres,t,alta
c118fdeb-e863-434e-9873-b22beccb707a,Donald Freeman,4to,Ingles,Evelyn Smith,9.9,7.6,8.8,5.5,Trimestre 3,2025-05-12,0,injustificada,a1729701-f05a-4387-abac-e1530257ff64,2025-05-28,2025-05-28,entregada a tiempo,80,3,16,0,6.8,98.6,4,padre solo,t,media
b7505e0c-ce8f-44f4-bf3c-c0030e7e48ee,Tina Clark,3ro,Ciencias,Phillip Thomas,2.3,2.2,2.2,5.5,Trimestre 2,2025-04-08,0,injustificada,f2018744-96db-4e49-ad5c-732ba011a6ec,2025-04-15,2025-04-15,tarde,41,0,5,3,4.3,66.5,3,madre sola,t,baja
06bd287f-6df6-4f0a-acfa-b37374a60c0e,Linda Fuller,4to,Lenguaje,Amy Leblanc,4.3,9.6,6.9,4.9,Trimestre 3,2025-05-04,0,injustificada,08e84b0a-9070-49dd-bea1-686cefea9687,2025-04-20,2025-06-10,entregada a tiempo,100,5,15,3,3.6,81.3,5,padre solo,t,media
55a4c37e-3f07-4ce7-a07d-4131a227af4e,Cynthia Skinner,1ro,Matematicas,Ryan Clarke,7.7,7.7,7.7,8.6,Trimestre 3,2025-03-28,1,,e72d6289-465a-4fb3-ae90-ba509de6fd11,2025-05-26,2025-05-29,tarde,61,3,11,0,9.1,93.7,6,padres,t,baja
f0210238-780b-4690-9a2c-1bee47cc04f4,Cindy Morris,1ro,Historia,Christopher Moses,3.9,2.3,3.1,8.3,Trimestre 3,2025-04-08,1,,3e1742e9-bd24-4467-989d-edb68be88928,2025-06-09,2025-06-13,entregada a tiempo,64,0,16,3,9.7,79.8,9,madre sola,t,baja
ffd0c129-97f9-4ced-9345-02d7fda4330a,Kelly Hudson,1ro,Matematicas,Brian English Jr.,1.9,8.4,5.2,7.6,Trimestre 1,2025-04-06,0,justificada,8c54a081-cad9-41b3-b3f5-0049388eaf04,2025-05-20,2025-05-20,no entregada,69,3,7,0,5.4,80.3,6,madre sola,t,media
e4b89bf5-bf32-49ef-b4be-be1df600b01a,Steve Strickland,4to,Ciencias,Phillip Thomas,5.3,2.3,3.8,6.5,Trimestre 1,2025-04-13,0,injustificada,11f9f2b7-521b-4ce3-abd0-55eb4b621d14,2025-05-26,2025-05-26,entregada a tiempo,55,2,13,0,2.6,71.9,3,padres,t,media
02698542-4b4a-4a90-85c3-ae2c239b80f2,Cynthia Ramos,1ro,Matematicas,Christopher Moses,5.8,8.9,7.3,4.6,Trimestre 3,2025-04-04,1,,dad2395b-0b95-400c-a064-fcdcf404f6c8,2025-04-13,2025-04-13,entregada a tiempo,67,1,7,3,9.6,63.9,3,padre solo,t,media
afbbc4e7-3899-4123-903a-f37618691ca0,Jessica Hendrix,3ro,Matematicas,Phillip Thomas,3.5,3.7,3.6,7.7,Trimestre 1,2025-05-22,0,injustificada,9da6bc6e-2cbc-4aa1-9a8f-2e21f19d3da3,2025-05-21,2025-05-21,entregada a tiempo,62,2,10,3,4.3,93.4,4,padres,t,media
784a05e7-f1b4-4625-9a51-15a83a0d5832,Nicole Guzman,1ro,Historia,Christopher Moses,4.1,2.5,3.3,6.3,Trimestre 2,2025-05-30,1,,bbf7637e-e489-41a5-87f6-0b5e71f8d687,2025-05-11,2025-05-11,tarde,40,1,16,2,8.1,81.7,0,padres,t,baja
25a18b27-7903-442b-bda6-eea542d17e74,Eric Hahn,2do,Ciencias,Pamela Kelly,5.2,9.4,7.3,6.2,Trimestre 2,2025-05-27,1,,391b9f5a-36e7-44ef-9fe9-4a3b687b6199,2025-05-26,2025-06-11,entregada a tiempo,87,3,16,0,1.9,60.7,7,padre solo,t,baja
f9ffd39b-1a0d-4b52-8a24-19998572288a,Katelyn Nguyen,2do,Ingles,Brian English Jr.,4.8,4.7,4.8,4.8,Trimestre 1,2025-05-26,0,justificada,a6d960bf-1047-412a-a2e1-a446c2d5d4b1,2025-04-24,2025-04-24,entregada a tiempo,93,2,4,3,6.6,67.1,3,tutor,t,baja
ece31e80-efaf-4e2e-9756-2745104be45f,Richard Cross,4to,Ingles,Brian English Jr.,4.1,3.3,3.7,5.5,Trimestre 3,2025-03-29,0,justificada,954b75fc-c249-4f71-909e-740f45db033f,2025-06-11,2025-06-11,entregada a tiempo,64,3,17,3,7.2,75.5,0,tutor,t,media
08f60b56-d00a-4560-bea8-075f397db0d9,Marie Garcia,2do,Ingles,Mark Tate,4.3,2.4,3.3,6.4,Trimestre 1,2025-04-09,0,injustificada,82d02c60-5a9f-4aed-ac54-72c2e5a919c0,2025-04-18,2025-04-18,tarde,51,1,6,1,9.1,93.5,5,padre solo,t,alta
1eec8e8a-10a2-4e22-bfa2-f0a26e421d59,Karen Henry,3ro,Ingles,Amy Leblanc,4.1,7.8,5.9,6.7,Trimestre 3,2025-03-23,0,justificada,b114c56e-4e06-49cd-91d6-72dde867fbfc,2025-06-05,2025-06-16,entregada a tiempo,80,0,8,1,1.7,96.1,1,padres,t,alta
eeed723a-a918-4780-b458-87ce0f87a4e8,Michael Mitchell,5to,Ciencias,Pamela Kelly,2.4,5.6,4.0,6.6,Trimestre 1,2025-06-05,1,,4f32b432-a549-42d7-b922-3428941c3af4,2025-04-18,2025-04-18,entregada a tiempo,52,3,10,0,2.9,96.4,10,padre solo,t,baja
67d98511-bb78-4946-9256-3e234aaa2ef6,Gregory Bennett,1ro,Ingles,Brian English Jr.,5.0,2.2,3.6,9.7,Trimestre 3,2025-03-26,1,,f5518198-d5e1-4fb2-aa09-e734b3b0def4,2025-05-28,2025-05-28,tarde,82,0,5,3,7.1,70.9,0,tutor,t,alta
42256911-448e-4e49-afb8-7efe6ec75e78,Maria Coleman,5to,Matematicas,Pamela Kelly,5.1,4.2,4.7,8.7,Trimestre 1,2025-05-29,1,,0a56e682-904e-4573-b90f-94e1b5b5cec1,2025-04-24,2025-04-24,entregada a tiempo,84,0,2,1,9.9,74.5,5,padres,t,media
51c26adf-7903-418b-b7cc-5818764d5b98,Janet Fischer,1ro,Matematicas,Rebekah Valentine,5.4,8.8,7.1,5.5,Trimestre 3,2025-03-26,1,,6df46624-cfeb-4aa8-b771-da6493016a3e,2025-04-23,2025-04-23,entregada a tiempo,86,3,9,0,5.0,68.3,7,madre sola,t,media
9a9a1b16-74d5-47d4-9776-42a296ac150e,Karen Sanders,1ro,Matematicas,Mark Tate,8.7,1.7,5.2,5.0,Trimestre 2,2025-03-15,0,injustificada,89dccaf6-9dae-46b6-b6a4-f395bf1dfe8c,2025-06-10,2025-06-12,entregada a tiempo,86,1,16,0,9.2,78.0,8,madre sola,t,media
4fcc973e-6cba-4ecf-ab01-9f23701271f9,David Callahan,4to,Ciencias,Phillip Thomas,6.6,8.9,7.8,9.2,Trimestre 2,2025-04-20,0,injustificada,87e191b3-3173-44fe-a1df-2b085e1a6b07,2025-05-09,2025-06-08,entregada a tiempo,52,1,8,0,2.5,72.9,1,padre solo,t,alta
70e89b27-b0e1-4590-9706-2053bad5795b,Ronald Hernandez,2do,Matematicas,Rebekah Valentine,5.5,3.0,4.2,5.4,Trimestre 1,2025-05-25,1,,e1a96caa-0dde-42a1-99f3-753e176066a5,2025-04-20,2025-04-20,no entregada,88,1,7,2,5.0,76.8,4,padres,t,media
490119a7-3f2a-4952-b01a-5b81bfe067b1,Christopher Foster,5to,Historia,Rebekah Valentine,9.4,5.6,7.5,8.6,Trimestre 1,2025-04-19,0,justificada,8e862a1f-422e-4d35-9374-719e5df491d0,2025-04-26,2025-04-26,entregada a tiempo,76,5,17,1,2.8,74.2,1,tutor,t,alta
abe91c59-58de-4bd9-8b54-50d16e76bb13,Robert Frederick,4to,Matematicas,Phillip Thomas,3.0,6.7,4.8,6.1,Trimestre 3,2025-05-31,0,injustificada,cba603e6-2013-4115-8833-4b90f4af156f,2025-04-15,2025-04-15,entregada a tiempo,56,1,4,3,3.0,87.9,0,padres,t,alta
b3584acb-2247-4eba-9873-b2b557b4c788,Amber Martin,5to,Lenguaje,Ryan Clarke,1.3,6.3,3.8,7.4,Trimestre 1,2025-05-20,1,,732d8d4e-6419-4c2c-ac6a-6cf2cc281f41,2025-06-09,2025-06-09,no entregada,44,2,2,0,10.0,92.6,9,padre solo,t,media
ede51a60-e0e0-4c3d-9054-65f737f13000,Ashley Jackson,1ro,Matematicas,Amy Leblanc,7.7,6.4,7.1,9.2,Trimestre 3,2025-04-06,1,,52ca9256-efcf-47f7-90ce-658f3e7c268f,2025-05-04,2025-05-04,entregada a tiempo,76,1,10,2,3.4,87.6,8,padres,t,alta
92a666e0-6e78-485d-9f5f-81c200357978,Dr. April Bowman,5to,Matematicas,Evelyn Smith,1.6,2.8,2.2,4.5,Trimestre 3,2025-03-27,0,justificada,f03b01c2-eee8-4b96-b5a1-0cf2083ff2c8,2025-04-19,2025-04-19,entregada a tiempo,77,0,20,3,2.8,67.9,5,padre solo,t,baja
81ad08fd-2b1d-4829-b25d-81904b4b22ef,Heather Evans,4to,Lenguaje,Rebekah Valentine,6.0,3.9,5.0,5.6,Trimestre 3,2025-05-14,1,,c043d92a-213b-485a-8c8b-44c502cae8e9,2025-05-12,2025-05-12,entregada a tiempo,42,2,13,3,6.7,92.4,3,padres,t,media
71abbaf8-bad2-4ed3-8375-79821e4e5a1b,Stephanie Harrison,5to,Lenguaje,Ryan Clarke,6.9,9.7,8.3,8.2,Trimestre 1,2025-05-28,1,,659409d9-10ab-4046-b5f6-c0b211438110,2025-04-20,2025-05-04,entregada a tiempo,73,4,10,0,8.5,76.1,4,padres,t,baja
7fe644b4-ab4d-408c-8071-dba226a1e06f,Gary Harris,2do,Ciencias,Pamela Kelly,8.5,7.7,8.1,7.2,Trimestre 3,2025-05-01,0,justificada,382978c1-6a68-4219-b265-5df7bc4d3b3e,2025-04-21,2025-04-21,entregada a tiempo,80,1,17,1,4.3,96.5,7,tutor,t,baja
06de50c6-e0bd-4694-bd03-253382f06189,Gary Baker,4to,Matematicas,Crystal Robinson,9.8,4.5,7.2,6.4,Trimestre 3,2025-04-12,1,,15b4707e-6633-4b01-95c1-c531d03599c6,2025-04-21,2025-04-21,entregada a tiempo,61,3,14,0,6.9,80.1,2,padres,t,alta
4ff5035e-550c-4040-b903-26207db91378,Christine Price,5to,Ciencias,Brian English Jr.,3.0,4.8,3.9,8.7,Trimestre 3,2025-05-14,1,,1867f9f2-b8a2-4f82-9d41-445d916f15ca,2025-06-02,2025-06-02,entregada a tiempo,54,1,4,1,2.0,65.9,7,padre solo,t,media
ec9850a0-f845-44b3-b0cd-312e7b4ffaa0,Susan Watts,5to,Matematicas,Evelyn Smith,2.3,1.2,1.8,6.3,Trimestre 3,2025-05-26,0,injustificada,50aaf894-fe99-437b-87de-b44d6da58bd4,2025-04-23,2025-04-23,no entregada,69,3,15,1,5.3,80.7,7,madre sola,t,media
204957fe-6945-43c4-9248-5206074777de,Jamie Silva,4to,Matematicas,Amy Leblanc,4.2,4.7,4.5,4.6,Trimestre 1,2025-04-26,1,,fe68ef4a-e9f0-4b44-b8c7-70e206851c5f,2025-05-24,2025-05-24,entregada a tiempo,86,5,6,0,1.0,67.1,10,tutor,t,baja
a7010bfb-8886-42ff-8049-2b0e58358947,Danielle Sullivan,5to,Historia,Evelyn Smith,5.7,1.6,3.7,6.5,Trimestre 2,2025-06-07,1,,66c08691-27c5-4c1d-93b5-dd4018fc5847,2025-05-08,2025-05-08,entregada a tiempo,76,4,0,2,3.9,86.7,0,padres,t,media
27ff10b5-43d1-4ad3-ad93-5d1e87a28a41,Paul Anderson,1ro,Matematicas,Amy Leblanc,8.8,4.8,6.8,9.0,Trimestre 3,2025-04-17,1,,eae91e87-032f-4bb4-b2b1-abb518220927,2025-05-07,2025-05-07,entregada a tiempo,100,4,4,1,1.8,74.4,10,padre solo,t,baja
0f7ed83f-5601-47ac-818b-3a8ebf21f3aa,Anthony Ramos,3ro,Lenguaje,Brian English Jr.,6.2,1.1,3.7,8.9,Trimestre 3,2025-04-22,0,justificada,0f6db921-e7df-4e22-b70b-74568551fc06,2025-06-07,2025-06-14,entregada a tiempo,57,1,15,3,3.8,68.7,4,madre sola,t,alta
45ecd74d-1b76-460e-93ae-be42cc1f1ead,James Thomas,1ro,Ingles,Evelyn Smith,5.3,4.2,4.8,5.2,Trimestre 1,2025-06-07,1,,1b727c01-f089-4d6c-9082-531c69bbb04a,2025-04-15,2025-04-15,entregada a tiempo,49,0,13,1,9.0,84.4,8,padre solo,t,media
7141e9a8-7af9-4872-9889-145c15a3194c,James Jackson,1ro,Ciencias,Rebekah Valentine,2.8,3.7,3.2,5.2,Trimestre 3,2025-04-02,1,,6b1bb5cd-8392-4d68-8e4d-233344d01ffc,2025-05-13,2025-05-13,entregada a tiempo,53,2,5,1,5.1,85.4,4,madre sola,t,alta
fe7ceff5-25b9-4518-9532-fdcc22612677,James White,4to,Historia,Phillip Thomas,9.4,1.4,5.4,9.3,Trimestre 1,2025-03-28,0,injustificada,b6e05916-e2a4-4cc4-acc6-81738238e439,2025-04-23,2025-04-23,entregada a tiempo,81,1,16,3,10.0,96.0,7,tutor,t,media
7d2adaa3-b867-49e0-96a6-31f22e0ae555,Brandy Mitchell,5to,Ingles,Christopher Moses,1.6,8.8,5.2,4.7,Trimestre 3,2025-04-16,1,,63bebbb4-7ade-417f-a887-721791233a02,2025-06-09,2025-06-09,entregada a tiempo,44,2,9,2,6.0,77.3,9,tutor,t,media
d76e43cd-d67b-497d-933d-24abd1f448a8,James Gonzalez,1ro,Matematicas,Pamela Kelly,6.9,8.8,7.9,5.6,Trimestre 1,2025-05-21,1,,86f97a22-b952-4cd9-b56e-f5de4cdbb8ee,2025-04-30,2025-04-30,entregada a tiempo,94,5,5,1,4.6,82.6,4,padre solo,t,alta
f21c4260-a219-4fce-99b4-521ef18b1b05,Christopher Carlson,1ro,Lenguaje,Rebekah Valentine,9.1,2.3,5.7,5.2,Trimestre 2,2025-04-24,0,justificada,f5b17788-5331-461d-9930-98164faf7337,2025-05-11,2025-05-11,no entregada,68,0,16,0,6.1,96.0,4,padre solo,t,alta
f155c23d-4fd8-4474-bd9b-1f986af6fd92,Gina Holmes,3ro,Ingles,Ryan Clarke,6.7,6.6,6.7,9.1,Trimestre 2,2025-05-08,1,,3a6ba201-2eee-4e6c-b8b4-d3481b825c96,2025-05-18,2025-05-18,entregada a tiempo,91,4,1,1,2.4,78.1,0,tutor,t,media
99a41175-d79d-4a00-95f0-3fb8ba8429a3,Timothy Moore,5to,Ingles,Phillip Thomas,9.2,6.5,7.8,5.8,Trimestre 2,2025-06-02,0,justificada,06c28731-7e01-49fc-b068-35b9449ede61,2025-06-05,2025-06-05,entregada a tiempo,59,0,4,1,6.6,85.6,6,madre sola,t,baja
dbee765b-1467-4fe8-9714-be38cea8325b,Sandra Valencia,5to,Ciencias,Brian English Jr.,9.3,7.3,8.3,8.0,Trimestre 3,2025-04-29,0,justificada,0beaf155-672e-4587-88c1-114ca9c76069,2025-05-10,2025-05-10,entregada a tiempo,40,1,10,2,5.4,74.4,5,tutor,t,alta
e4193cad-a6dc-45f6-a22f-f87a20cea509,Gordon Hall,1ro,Matematicas,Phillip Thomas,7.6,7.1,7.3,9.5,Trimestre 1,2025-05-23,0,injustificada,b0cb8441-f8aa-4baf-a621-070af77e7ee5,2025-06-06,2025-06-06,entregada a tiempo,94,1,2,0,9.5,76.0,8,padres,t,baja
ad39ff9b-2910-4934-81f0-f2f4e5c23431,Marvin Hogan,4to,Lenguaje,Evelyn Smith,3.3,2.0,2.6,9.8,Trimestre 2,2025-03-22,1,,e101e338-bd91-4ce3-a901-6f9cd1e24cf8,2025-04-28,2025-04-28,entregada a tiempo,58,2,14,3,8.7,61.9,3,tutor,t,baja
0a307abf-e097-48db-9b2b-441272ffdf7e,Mr. Gary Campbell,4to,Matematicas,Rebekah Valentine,5.5,5.1,5.3,7.5,Trimestre 1,2025-03-16,0,justificada,771718e4-8cc7-4b38-a4f2-3fb7c46116bc,2025-05-10,2025-05-10,no entregada,85,2,19,3,1.9,72.7,8,padre solo,t,baja
5a360aa4-f852-4c0f-b303-9c7231df81af,Ricardo Proctor,2do,Ingles,Ryan Clarke,5.6,5.9,5.8,7.1,Trimestre 3,2025-05-31,0,injustificada,8f4221df-ad03-4ead-8602-7a8d22c9ab25,2025-04-14,2025-04-14,entregada a tiempo,83,2,18,1,5.3,97.6,5,padre solo,t,alta
e938e99f-72ec-46f2-bb90-4df27a507497,Julie King,5to,Matematicas,Christopher Moses,5.9,7.2,6.6,6.7,Trimestre 3,2025-03-19,1,,94b5753f-2265-4ac5-b24f-9fea64329afc,2025-05-11,2025-05-29,tarde,83,2,13,1,1.2,71.5,10,padre solo,t,baja
83803d30-1b75-4d6f-a0c2-3a2aa5b712aa,Mary Griffin,4to,Lenguaje,Rebekah Valentine,3.5,2.1,2.8,8.2,Trimestre 3,2025-04-10,1,,3b7223dc-e9b6-4031-98fd-8d38c530d71b,2025-04-30,2025-04-30,entregada a tiempo,64,5,18,1,7.4,93.8,8,tutor,t,media
2696f233-fd7f-4515-97c3-89a153cc1e5b,Felicia Woods,2do,Ingles,Crystal Robinson,7.7,1.9,4.8,7.0,Trimestre 2,2025-03-31,1,,8f156088-45fc-4e93-9e80-cf7b2a509438,2025-04-27,2025-05-28,entregada a tiempo,87,0,13,1,7.7,96.6,10,madre sola,t,baja
97e8e67a-71be-412c-841c-ff9fa371c796,Stacey Miller,4to,Ciencias,Evelyn Smith,4.0,6.0,5.0,7.5,Trimestre 2,2025-05-09,0,justificada,475e1741-891f-49c5-a592-6a07dc86631f,2025-05-12,2025-05-12,no entregada,97,3,1,1,6.8,66.4,8,padre solo,t,media
9eb72b8a-47b0-4de1-9b76-9c7f9fe56e78,Alexander Jones,3ro,Historia,Brian English Jr.,3.3,9.6,6.4,4.1,Trimestre 2,2025-03-21,1,,e8e92fde-f358-449e-a7a7-aa221634313d,2025-04-25,2025-04-25,entregada a tiempo,42,0,17,3,5.1,76.2,1,madre sola,t,baja
09e03313-8a32-43fa-8bf4-8d1e561ab07e,Richard Malone,2do,Matematicas,Phillip Thomas,8.0,4.0,6.0,8.3,Trimestre 3,2025-03-25,1,,5f63069a-010c-4abf-b2cd-5f992da1c9ee,2025-06-11,2025-06-13,entregada a tiempo,47,4,16,1,4.4,78.5,9,madre sola,t,media
